country,contcod,region,year,DEININGER,gini_DS,Dinc_DS,Dhh_DS,Dgross_DS,WIDER,gini_W,Dinc_W,Dhh_W,Dgross_W,sampl_W,enumera_W,incdef_W,refunit_W,LIS,gini_LIS,Dinc_LIS,Dhh_LIS,Dgross_LIS,SEDLAC,gini_SEDLAC,Dinc_SEDLAC,Dhh_SEDLAC,Dgross_SEDLAC,EEUROPE,gini_EE,Dinc_EE,Dhh_EE,Dgross_EE,WYD,gini_WYD,Dinc_WYD,Dhh_WYD,Dgross_WYD,SILC,gini_SILC,Dinc_SILC,Dhh_SILC,Dgross_SILC,POVCAL,gini_POVCAL,Dinc_POVCAL,Dhh_POVCAL,INDIE,gini_INDIE,Dinc_INDIE,Dhh_INDIE,Dgross_INDIE,ALLTHEGINI,Giniall,Di,Dhh,Dg,source_of_data
Romania,ROM,Eastern Europe,1992,,25.45999908,1,1,0,,27.10000038,1,1,1,household,household,"income, gross",household,,,,,,,,,,,,,,,,,,,,,,,,,,,25.46,1,0,,,,,,,25.5,1,0,1,POVCAL
Romania,ROM,Eastern Europe,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROM,Eastern Europe,1994,,28.65999985,1,0,1,,28.65999985,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,32.09999847,0,0,0,,32.10968399,1,0,1,,,,,,,28.2,1,0,,,,,,,32.09999847,0,0,0,ECA
Romania,ROM,Eastern Europe,1995,,,,,,,,,,,,,,,,31.1380806,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.10000038,1,0,0,LIS
Romania,ROM,Eastern Europe,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROM,Eastern Europe,1997,,,,,,,,,,,,,,,,30.39538956,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.39999962,1,0,0,LIS
Romania,ROM,Eastern Europe,1998,,,,,,,,,,,,,,,,,,,,,,,,,,26.89999962,1,0,0,,30.39999962,1,0,1,,,,,,,29.44,0,0,,,,,,,26.89999962,1,0,0,ECA
Romania,ROM,Eastern Europe,1999,,,,,,,,,,,,,,,,,,,,,,,,,,29.39999962,0,0,0,,,,,,,,,,,,,,,,,,,,,29.39999962,0,0,0,ECA
Romania,ROM,Eastern Europe,2000,,,,,,,,,,,,,,,,,,,,,,,,,,31.29999924,1,0,0,,,,,,,,,,,,30.25,0,0,,,,,,,31.29999924,1,0,0,ECA
Romania,ROM,Eastern Europe,2001,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,1,0,0,,,,,,,,,,,,30.57,0,0,,,,,,,39.5,1,0,0,ECA
Romania,ROM,Eastern Europe,2002,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,0,0,,32,0,0,1,,,,,,,31.46,0,0,,,,,,,32,1,0,0,ECA
Romania,ROM,Eastern Europe,2003,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,0,0,0,,,,,,,,,,,,31.06,0,0,,,,,,,31.5,0,0,0,ECA
Romania,ROM,Eastern Europe,2004,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,1,0,0,,,,,,,,,,,,31.66,0,0,,,,,,,37.5,1,0,0,ECA
Romania,ROM,Eastern Europe,2005,,,,,,,,,,,,,,,,,,,,,,,,,,29.70000076,0,0,0,,29.51439857,0,0,1,,,,,,,31.57,0,0,,,,,,,29.70000076,0,0,0,ECA
Romania,ROM,Eastern Europe,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.11,0,0,,,,,,,32.09999847,0,0,,POVCAL
Romania,ROM,Eastern Europe,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,0,0,,,,,,,32.09999847,0,0,,POVCAL
Romania,ROM,Eastern Europe,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.34222794,1,0,0,,31.15,0,0,,,,,,,37.29999924,1,0,0,SILC
Romania,ROM,Eastern Europe,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,,,,,,,30,0,0,,POVCAL
Russian Federat,RUS,Eastern Europe,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1988,,23.79999924,1,0,1,,26.39999962,1,0,1,household,person,"income, gross",household per capita,,,,,,,,,,,,,,,,,20.76296043,1,0,0,,,,,,,23.8,1,0,,,,,,,20.79999924,1,0,0,WYD
Russian Federat,RUS,Eastern Europe,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1990,,,,,,,25.89999962,1,0,1,household,person,"income, gross",household per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.89999962,1,0,1,9
Russian Federat,RUS,Eastern Europe,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federat,RUS,Eastern Europe,1992,,,,,,,,,,,,,,,,43.40491104,1,0,0,,,,,,,34.59999847,1,0,0,,,,,,,,,,,,,,,,,,,,,43.40000153,1,0,0,LIS
Russian Federat,RUS,Eastern Europe,1993,,48,1,0,0,,,,,,,,,,,,,,,,,,,,,36,1,0,0,,39.27295685,1,0,0,,,,,,,48.38,0,0,,,,,,,36,1,0,0,ECA
Russian Federat,RUS,Eastern Europe,1994,,,,,,,27.17000008,1,0,1,household,person,"income, gross",household per capita,,,,,,,,,,,,39.70000076,1,0,0,,,,,,,,,,,,,,,,,,,,,39.70000076,1,0,0,ECA
Russian Federat,RUS,Eastern Europe,1995,,,,,,,28.29999924,1,0,1,household,person,"income, gross",household per capita,,45.2170105,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.20000076,1,0,0,LIS
Russian Federat,RUS,Eastern Europe,1996,,,,,,,37.83000183,1,0,1,household,person,"income, gross",household per capita,,,,,,,,,,,,37,1,0,0,,,,,,,,,,,,46.11,0,0,,,,,,,37,1,0,0,ECA
Russian Federat,RUS,Eastern Europe,1997,,,,,,,,,,,,,,,,,,,,,,,,,,38.79999924,1,0,0,,,,,,,,,,,,,,,,,,,,,38.79999924,1,0,0,ECA
Russian Federat,RUS,Eastern Europe,1998,,,,,,,,,,,,,,,,,,,,,,,,,,37.40000153,1,0,0,,35.25999832,1,0,1,,,,,,,,,,,,,,,,37.40000153,1,0,0,ECA
Russian Federat,RUS,Eastern Europe,1999,,,,,,,,,,,,,,,,,,,,,,,,,,36.70000076,1,0,0,,,,,,,,,,,,37.48,0,0,,,,,,,36.70000076,1,0,0,ECA
Russian Federat,RUS,Eastern Europe,2000,,,,,,,,,,,,,,,,44.70000076,1,0,0,,,,,,,38.79999924,1,0,0,,,,,,,,,,,,,,,,,,,,,44.70000076,1,0,0,LIS
Russian Federat,RUS,Eastern Europe,2001,,,,,,,,,,,,,,,,,,,,,,,,,,36.90000153,0,0,0,,,,,,,,,,,,39.6,0,0,,39.70000076,1,0,0,,39.70000076,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2002,,,,,,,,,,,,,,,,,,,,,,,,,,36.90000153,0,0,0,,36.90000153,0,0,1,,,,,,,35.7,0,0,,39.70000076,1,0,0,,39.70000076,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.26,0,0,,40.29999924,1,0,0,,40.29999924,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2004,,,,,,,,,,,,,,,,,,,,,,,,,,37.09999847,1,0,0,,,,,,,,,,,,37.14,0,0,,40.90000153,1,0,0,,40.90000153,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2005,,,,,,,,,,,,,,,,,,,,,,,,,,38.40000153,1,0,0,,41.11651611,0,0,1,,,,,,,37.51,0,0,,40.90000153,1,0,0,,40.90000153,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.13,0,0,,41.59999847,1,0,0,,41.59999847,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.71,0,0,,42.29999924,1,0,0,,42.29999924,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2008,,,,,,,,,,,,,,,,,,,,,,,,,,41.66910172,0,0,0,,,,,,,,,,,,42.27,0,0,,42.20000076,1,0,0,,42.20000076,1,0,0,INDIE
Russian Federat,RUS,Eastern Europe,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.11,0,0,,42.20000076,1,0,0,,42.20000076,1,0,0,INDIE
Rwanda,RWA,Africa,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1983,,28.89999962,0,0,0,,28.89999962,0,0,0,missing,missing,"expenditure, net",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.89999962,0,0,0,9
Rwanda,RWA,Africa,1984,,,,,,,28.89999962,0,0,1,household,person,expenditure,household per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.89999962,0,0,1,9
Rwanda,RWA,Africa,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90059471,1,0,1,,,,,,,28.9,0,0,,,,,,,25.89999962,1,0,1,WYD
Rwanda,RWA,Africa,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.51,0,0,,,,,,,51.5,0,0,,POVCAL
Rwanda,RWA,Africa,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.09,0,0,,,,,,,53.09999847,0,0,,POVCAL
Rwanda,RWA,Africa,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Africa,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.82,0,0,,,,,,,50.79999924,0,0,,POVCAL
SaoTome & Principe,STP,Africa,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.20000076,0,0,1,,,,,,,,,,,,,,,,55.20000076,0,0,1,WYD
SaoTome & Principe,STP,Africa,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.82,0,0,,,,,,,50.79999924,0,0,,POVCAL
Saudi Arabia,SAU,Asia,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Asia,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
